log_key,relative_path,exists_upstream
2018-06-12/19_58_56,ulg_files/2018-06-12/19_58_56.ulg,True
2018-06-14/log003,ulg_files/2018-06-14/log003.ulg,True
2018-07-03/18_57_00,ulg_files/2018-07-03/18_57_00.ulg,True
2018-07-03/18_58_45,ulg_files/2018-07-03/18_58_45.ulg,True
2018-07-03/19_12_45,ulg_files/2018-07-03/19_12_45.ulg,True
2018-07-03/19_16_20,ulg_files/2018-07-03/19_16_20.ulg,True
2018-07-04/19_31_44,ulg_files/2018-07-04/19_31_44.ulg,True
2018-07-04/19_38_27,ulg_files/2018-07-04/19_38_27.ulg,False
2018-07-04/19_39_24,ulg_files/2018-07-04/19_39_24.ulg,True
2018-07-09/18_55_04,ulg_files/2018-07-09/18_55_04.ulg,True
2018-07-09/18_56_32,ulg_files/2018-07-09/18_56_32.ulg,True
2018-07-09/19_05_45,ulg_files/2018-07-09/19_05_45.ulg,True
2018-07-09/19_09_44,ulg_files/2018-07-09/19_09_44.ulg,True
2018-07-09/19_13_16,ulg_files/2018-07-09/19_13_16.ulg,True
2018-07-09/19_16_25,ulg_files/2018-07-09/19_16_25.ulg,True
2018-07-09/19_20_08,ulg_files/2018-07-09/19_20_08.ulg,True
2018-07-09/19_29_38,ulg_files/2018-07-09/19_29_38.ulg,True
2018-07-09/19_32_44,ulg_files/2018-07-09/19_32_44.ulg,True
2018-07-09/19_36_34,ulg_files/2018-07-09/19_36_34.ulg,True
2018-07-09/19_41_46,ulg_files/2018-07-09/19_41_46.ulg,True
2018-07-09/19_44_18,ulg_files/2018-07-09/19_44_18.ulg,True
2018-07-09/19_50_38,ulg_files/2018-07-09/19_50_38.ulg,True
2018-07-09/19_52_37,ulg_files/2018-07-09/19_52_37.ulg,True
2018-07-09/19_56_32,ulg_files/2018-07-09/19_56_32.ulg,True
2018-07-09/20_03_46,ulg_files/2018-07-09/20_03_46.ulg,True
2018-07-23/sess006/log001,ulg_files/2018-07-23/sess006/log001.ulg,True
2018-07-23/sess007/log001,ulg_files/2018-07-23/sess007/log001.ulg,True
2018-07-23/sess008/log001,ulg_files/2018-07-23/sess008/log001.ulg,True
2018-07-23/sess009/log001,ulg_files/2018-07-23/sess009/log001.ulg,True
2018-07-23/sess009/log002,ulg_files/2018-07-23/sess009/log002.ulg,True
2018-07-23/sess010/log001,ulg_files/2018-07-23/sess010/log001.ulg,True
2018-07-23/sess011/log001,ulg_files/2018-07-23/sess011/log001.ulg,True
2018-07-23/sess012/log001,ulg_files/2018-07-23/sess012/log001.ulg,True
2018-07-25/sess004/log001,ulg_files/2018-07-25/sess004/log001.ulg,True
2018-07-25/sess006/log001,ulg_files/2018-07-25/sess006/log001.ulg,True
2018-07-25/sess007/log002,ulg_files/2018-07-25/sess007/log002.ulg,True
2018-07-25/sess008/log001,ulg_files/2018-07-25/sess008/log001.ulg,True
2018-07-25/sess009/log001,ulg_files/2018-07-25/sess009/log001.ulg,True
2018-07-25/sess010/log001,ulg_files/2018-07-25/sess010/log001.ulg,True
2018-07-25/sess011/log001,ulg_files/2018-07-25/sess011/log001.ulg,True
2018-07-__/sess005/log001,ulg_files/2018-07-__/sess005/log001.ulg,True
2018-07-__/sess005/log003,ulg_files/2018-07-__/sess005/log003.ulg,True
2018-07-__/sess005/log004,ulg_files/2018-07-__/sess005/log004.ulg,True
2018-07-__/sess005/log005,ulg_files/2018-07-__/sess005/log005.ulg,True
2018-07-__/sess006/log001,ulg_files/2018-07-__/sess006/log001.ulg,True
2018-07-__/sess007/log001,ulg_files/2018-07-__/sess007/log001.ulg,True
2018-07-__/sess008/log001,ulg_files/2018-07-__/sess008/log001.ulg,True
2018-07-__/sess009/log001,ulg_files/2018-07-__/sess009/log001.ulg,True
2018-07-__/sess010/log001,ulg_files/2018-07-__/sess010/log001.ulg,True
2018-07-__/sess011/log001,ulg_files/2018-07-__/sess011/log001.ulg,True
2018-07-__/sess012/log001,ulg_files/2018-07-__/sess012/log001.ulg,True
2018-07-__/sess013/log001,ulg_files/2018-07-__/sess013/log001.ulg,True
2018-07-__/sess013/log002,ulg_files/2018-07-__/sess013/log002.ulg,True
2018-07-__/sess013/log003,ulg_files/2018-07-__/sess013/log003.ulg,True
2018-07-__/sess014/log003,ulg_files/2018-07-__/sess014/log003.ulg,True
2018-07-__/sess015/log002,ulg_files/2018-07-__/sess015/log002.ulg,True
2018-07-__/sess015/log005,ulg_files/2018-07-__/sess015/log005.ulg,True
2018-08-19/sess071/log001,ulg_files/2018-08-19/sess071/log001.ulg,True
2018-08-19/sess072/log001,ulg_files/2018-08-19/sess072/log001.ulg,True
2018-08-19/sess073/log001,ulg_files/2018-08-19/sess073/log001.ulg,True
2018-08-19/sess076/log001,ulg_files/2018-08-19/sess076/log001.ulg,True
2018-08-19/sess078/log001,ulg_files/2018-08-19/sess078/log001.ulg,True
2018-08-21/sess003/log003,ulg_files/2018-08-21/sess003/log003.ulg,True
2018-08-21/sess004/log002,ulg_files/2018-08-21/sess004/log002.ulg,True
2018-08-21/sess005/log001,ulg_files/2018-08-21/sess005/log001.ulg,True
2018-08-21/sess005/log003,ulg_files/2018-08-21/sess005/log003.ulg,True
2018-08-26-29/sess002/log001,ulg_files/2018-08-26-29/sess002/log001.ulg,True
2018-08-26-29/sess003/log002,ulg_files/2018-08-26-29/sess003/log002.ulg,True
2018-08-26-29/sess004/log001,ulg_files/2018-08-26-29/sess004/log001.ulg,True
2018-08-26-29/sess005/log001,ulg_files/2018-08-26-29/sess005/log001.ulg,True
2018-08-26-29/sess006/log002,ulg_files/2018-08-26-29/sess006/log002.ulg,True
2018-08-26-29/sess012/log002,ulg_files/2018-08-26-29/sess012/log002.ulg,True
2018-08-31-09.01/2016-02-11/19_33_10,ulg_files/2018-08-31-09.01/2016-02-11/19_33_10.ulg,True
2018-08-31-09.01/2016-02-11/19_37_50,ulg_files/2018-08-31-09.01/2016-02-11/19_37_50.ulg,True
2018-08-31-09.01/2016-02-11/19_39_21,ulg_files/2018-08-31-09.01/2016-02-11/19_39_21.ulg,True
2018-08-31-09.01/2016-02-11/19_42_51,ulg_files/2018-08-31-09.01/2016-02-11/19_42_51.ulg,True
2018-08-31-09.01/2016-02-11/19_43_10,ulg_files/2018-08-31-09.01/2016-02-11/19_43_10.ulg,True
2018-08-31-09.01/2016-02-11/19_46_53,ulg_files/2018-08-31-09.01/2016-02-11/19_46_53.ulg,True
2018-08-31-09.01/2016-02-11/19_49_04,ulg_files/2018-08-31-09.01/2016-02-11/19_49_04.ulg,True
2018-08-31-09.01/2016-02-11/19_55_58,ulg_files/2018-08-31-09.01/2016-02-11/19_55_58.ulg,True
2018-08-31-09.01/2018-08-31/14_23_58,ulg_files/2018-08-31-09.01/2018-08-31/14_23_58.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_41_50,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_41_50.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_43_56,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_43_56.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_46_14,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_46_14.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_48_12,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_48_12.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_49_31,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_49_31.ulg,True
2018-08-31-09.01/part2/2018-09-01/19_51_23,ulg_files/2018-08-31-09.01/part2/2018-09-01/19_51_23.ulg,True
2018-08-31-09.01/sess003/log002,ulg_files/2018-08-31-09.01/sess003/log002.ulg,True
2018-09-03/2016-02-11/19_35_56,ulg_files/2018-09-03/2016-02-11/19_35_56.ulg,True
2018-09-03/2016-02-11/19_36_31,ulg_files/2018-09-03/2016-02-11/19_36_31.ulg,True
2018-09-03/2016-02-11/19_36_59,ulg_files/2018-09-03/2016-02-11/19_36_59.ulg,True
2018-09-03/2018-09-03/13_13_56,ulg_files/2018-09-03/2018-09-03/13_13_56.ulg,True
2018-09-03/2018-09-03/13_17_32,ulg_files/2018-09-03/2018-09-03/13_17_32.ulg,True
2018-09-03/2018-09-03/13_22_41,ulg_files/2018-09-03/2018-09-03/13_22_41.ulg,True
2018-09-03/2018-09-03/13_31_17,ulg_files/2018-09-03/2018-09-03/13_31_17.ulg,True
2018-09-03/2018-09-03/13_46_06,ulg_files/2018-09-03/2018-09-03/13_46_06.ulg,True
2018-09-03/2018-09-03/13_52_01,ulg_files/2018-09-03/2018-09-03/13_52_01.ulg,True
2018-09-03/2018-09-03/13_56_47,ulg_files/2018-09-03/2018-09-03/13_56_47.ulg,True
2018-09-03/2018-09-03/14_00_53,ulg_files/2018-09-03/2018-09-03/14_00_53.ulg,True
2018-09-03/2018-09-03/14_09_02,ulg_files/2018-09-03/2018-09-03/14_09_02.ulg,True
2018-09-03/2018-09-03/14_14_46,ulg_files/2018-09-03/2018-09-03/14_14_46.ulg,True
2018-09-03/2018-09-03/14_17_16,ulg_files/2018-09-03/2018-09-03/14_17_16.ulg,True
2018-09-03/2018-09-03/14_21_00,ulg_files/2018-09-03/2018-09-03/14_21_00.ulg,True
2018-09-03/2018-09-03/14_22_52,ulg_files/2018-09-03/2018-09-03/14_22_52.ulg,True
2018-09-03/2018-09-03/14_26_07,ulg_files/2018-09-03/2018-09-03/14_26_07.ulg,True
2018-09-05/14_21_31,ulg_files/2018-09-05/14_21_31.ulg,True
2018-09-05/17_39_27,ulg_files/2018-09-05/17_39_27.ulg,True
2018-09-05/17_41_11,ulg_files/2018-09-05/17_41_11.ulg,True
2018-09-05/17_49_30,ulg_files/2018-09-05/17_49_30.ulg,True
2018-09-05/18_24_19,ulg_files/2018-09-05/18_24_19.ulg,True
2018-09-05/18_37_59,ulg_files/2018-09-05/18_37_59.ulg,True
2018-09-05/19_51_56,ulg_files/2018-09-05/19_51_56.ulg,True
2018-09-05/2016-02-11/19_31_37,ulg_files/2018-09-05/2016-02-11/19_31_37.ulg,True
2018-09-05/2016-02-11/19_34_40,ulg_files/2018-09-05/2016-02-11/19_34_40.ulg,True
2018-09-05/2016-02-11/19_41_03,ulg_files/2018-09-05/2016-02-11/19_41_03.ulg,True
2018-09-05/2016-02-11/21_32_08,ulg_files/2018-09-05/2016-02-11/21_32_08.ulg,True
2018-09-05/20_18_22,ulg_files/2018-09-05/20_18_22.ulg,True
2018-09-06/13_26_57,ulg_files/2018-09-06/13_26_57.ulg,True
2018-09-06/13_32_57,ulg_files/2018-09-06/13_32_57.ulg,True
2018-09-06/13_41_28,ulg_files/2018-09-06/13_41_28.ulg,True
2018-09-06/13_45_46,ulg_files/2018-09-06/13_45_46.ulg,True
2018-09-06/13_48_45,ulg_files/2018-09-06/13_48_45.ulg,True
2018-09-06/13_56_05,ulg_files/2018-09-06/13_56_05.ulg,True
2018-09-06/14_03_07,ulg_files/2018-09-06/14_03_07.ulg,True
2018-09-06/14_06_21,ulg_files/2018-09-06/14_06_21.ulg,True
2018-09-06/14_08_52,ulg_files/2018-09-06/14_08_52.ulg,True
2018-09-06/14_16_08,ulg_files/2018-09-06/14_16_08.ulg,True
2018-09-06/14_18_57,ulg_files/2018-09-06/14_18_57.ulg,True
2018-09-06/14_21_27,ulg_files/2018-09-06/14_21_27.ulg,True
2018-09-06/14_23_19,ulg_files/2018-09-06/14_23_19.ulg,True
2018-09-06/14_27_29,ulg_files/2018-09-06/14_27_29.ulg,True
2018-09-06/14_33_25,ulg_files/2018-09-06/14_33_25.ulg,True
2018-09-06/14_36_29,ulg_files/2018-09-06/14_36_29.ulg,True
2018-09-06/14_38_29,ulg_files/2018-09-06/14_38_29.ulg,True
2018-09-06/14_47_07,ulg_files/2018-09-06/14_47_07.ulg,True
2018-09-06/14_53_40,ulg_files/2018-09-06/14_53_40.ulg,True
2018-09-06/14_54_24,ulg_files/2018-09-06/14_54_24.ulg,True
2018-09-06/15_00_19,ulg_files/2018-09-06/15_00_19.ulg,True
2018-09-06/15_03_26,ulg_files/2018-09-06/15_03_26.ulg,True
2018-09-06/2016-02-12/01_02_39,ulg_files/2018-09-06/2016-02-12/01_02_39.ulg,True
2018-09-07/12_34_09,ulg_files/2018-09-07/12_34_09.ulg,True
2018-09-07/12_39_45,ulg_files/2018-09-07/12_39_45.ulg,True
2018-09-07/12_48_42,ulg_files/2018-09-07/12_48_42.ulg,True
2018-09-07/12_51_41,ulg_files/2018-09-07/12_51_41.ulg,True
2018-09-07/12_57_30,ulg_files/2018-09-07/12_57_30.ulg,True
2018-09-07/12_59_34,ulg_files/2018-09-07/12_59_34.ulg,True
2018-09-07/13_02_17,ulg_files/2018-09-07/13_02_17.ulg,True
2018-09-07/13_04_43,ulg_files/2018-09-07/13_04_43.ulg,True
2018-09-07/13_07_23,ulg_files/2018-09-07/13_07_23.ulg,True
2018-09-07/13_10_36,ulg_files/2018-09-07/13_10_36.ulg,True
2018-09-07/13_20_12,ulg_files/2018-09-07/13_20_12.ulg,True
2018-09-07/13_23_31,ulg_files/2018-09-07/13_23_31.ulg,True
2018-09-07/13_26_48,ulg_files/2018-09-07/13_26_48.ulg,True
2018-09-07/13_29_47,ulg_files/2018-09-07/13_29_47.ulg,True
2018-09-07/13_39_11,ulg_files/2018-09-07/13_39_11.ulg,True
2018-09-07/13_52_43,ulg_files/2018-09-07/13_52_43.ulg,True
2018-09-07/13_58_13,ulg_files/2018-09-07/13_58_13.ulg,True
2018-09-07/14_03_01,ulg_files/2018-09-07/14_03_01.ulg,True
2018-09-07/14_10_59,ulg_files/2018-09-07/14_10_59.ulg,True
2018-09-07/14_16_20,ulg_files/2018-09-07/14_16_20.ulg,True
2018-09-07/14_19_21,ulg_files/2018-09-07/14_19_21.ulg,True
2018-09-07/14_26_54,ulg_files/2018-09-07/14_26_54.ulg,True
2018-09-07/14_30_45,ulg_files/2018-09-07/14_30_45.ulg,True
2018-09-07/14_43_50,ulg_files/2018-09-07/14_43_50.ulg,True
2018-09-08/17_30_27,ulg_files/2018-09-08/17_30_27.ulg,True
2018-09-08/17_40_05,ulg_files/2018-09-08/17_40_05.ulg,True
2018-09-08/17_41_57,ulg_files/2018-09-08/17_41_57.ulg,True
2018-09-08/17_44_37,ulg_files/2018-09-08/17_44_37.ulg,True
2018-09-08/17_48_46,ulg_files/2018-09-08/17_48_46.ulg,True
2018-09-08/17_20_54,ulg_files/2018-09-08/17_20_54.ulg,True
2018-09-08/17_26_26,ulg_files/2018-09-08/17_26_26.ulg,True
2018-09-08/17_36_24,ulg_files/2018-09-08/17_36_24.ulg,True
2018-09-08/17_50_22,ulg_files/2018-09-08/17_50_22.ulg,True
2018-09-08/17_56_44,ulg_files/2018-09-08/17_56_44.ulg,True
2018-09-08/17_58_39,ulg_files/2018-09-08/17_58_39.ulg,True
2018-09-08/18_01_14,ulg_files/2018-09-08/18_01_14.ulg,True
2018-09-08/18_03_08,ulg_files/2018-09-08/18_03_08.ulg,True
2018-09-08/18_07_55,ulg_files/2018-09-08/18_07_55.ulg,True
2018-09-08/18_11_27,ulg_files/2018-09-08/18_11_27.ulg,True
2018-09-08/18_15_39,ulg_files/2018-09-08/18_15_39.ulg,True
2018-09-08/18_18_28,ulg_files/2018-09-08/18_18_28.ulg,True
2018-09-08/18_21_08,ulg_files/2018-09-08/18_21_08.ulg,True
2018-09-08/18_23_15,ulg_files/2018-09-08/18_23_15.ulg,True
2018-09-08/18_26_14,ulg_files/2018-09-08/18_26_14.ulg,True
2018-09-08/18_29_43,ulg_files/2018-09-08/18_29_43.ulg,True
2018-09-08/18_31_20,ulg_files/2018-09-08/18_31_20.ulg,True
2018-09-08/18_33_06,ulg_files/2018-09-08/18_33_06.ulg,True
2018-09-08/18_37_09,ulg_files/2018-09-08/18_37_09.ulg,True
2018-09-08/18_40_19,ulg_files/2018-09-08/18_40_19.ulg,True
2018-09-08/18_42_34,ulg_files/2018-09-08/18_42_34.ulg,True
2018-09-08/18_46_38,ulg_files/2018-09-08/18_46_38.ulg,True
2018-09-08/18_51_39,ulg_files/2018-09-08/18_51_39.ulg,True
2018-09-08/18_54_01,ulg_files/2018-09-08/18_54_01.ulg,True
2018-09-08/18_56_26,ulg_files/2018-09-08/18_56_26.ulg,True
2018-09-10/07_29_03,ulg_files/2018-09-10/07_29_03.ulg,True
2018-09-10/07_33_01,ulg_files/2018-09-10/07_33_01.ulg,True
2018-09-10/07_36_58,ulg_files/2018-09-10/07_36_58.ulg,True
2018-09-10/07_41_13,ulg_files/2018-09-10/07_41_13.ulg,True
2018-09-10/07_44_54,ulg_files/2018-09-10/07_44_54.ulg,True
2018-09-10/07_47_58,ulg_files/2018-09-10/07_47_58.ulg,True
2018-09-10/07_52_17,ulg_files/2018-09-10/07_52_17.ulg,True
2018-09-10/07_54_58,ulg_files/2018-09-10/07_54_58.ulg,True
2018-09-10/07_58_30,ulg_files/2018-09-10/07_58_30.ulg,True
2018-09-10/08_02_49,ulg_files/2018-09-10/08_02_49.ulg,True
2018-09-10/08_04_54,ulg_files/2018-09-10/08_04_54.ulg,True
2018-09-10/08_07_27,ulg_files/2018-09-10/08_07_27.ulg,True
2018-09-10/08_10_16,ulg_files/2018-09-10/08_10_16.ulg,True
2018-09-10/08_13_04,ulg_files/2018-09-10/08_13_04.ulg,True
2018-09-10/08_15_27,ulg_files/2018-09-10/08_15_27.ulg,True
2018-09-10/08_20_33,ulg_files/2018-09-10/08_20_33.ulg,True
2018-09-10/08_23_45,ulg_files/2018-09-10/08_23_45.ulg,True
2018-09-10/08_27_38,ulg_files/2018-09-10/08_27_38.ulg,True
2018-09-10/08_30_01,ulg_files/2018-09-10/08_30_01.ulg,True
2018-09-10/08_32_37,ulg_files/2018-09-10/08_32_37.ulg,True
2018-09-10/08_41_34,ulg_files/2018-09-10/08_41_34.ulg,True
2018-09-10/19_07_23,ulg_files/2018-09-10/19_07_23.ulg,True
2018-09-10/19_12_58,ulg_files/2018-09-10/19_12_58.ulg,True
2018-09-10/19_15_38,ulg_files/2018-09-10/19_15_38.ulg,True
2018-09-10/19_19_16,ulg_files/2018-09-10/19_19_16.ulg,True
2018-09-10/19_21_54,ulg_files/2018-09-10/19_21_54.ulg,True
2018-09-10/19_24_47,ulg_files/2018-09-10/19_24_47.ulg,True
2018-09-11/07_25_53,ulg_files/2018-09-11/07_25_53.ulg,True
2018-09-11/07_29_26,ulg_files/2018-09-11/07_29_26.ulg,True
2018-09-11/07_31_37,ulg_files/2018-09-11/07_31_37.ulg,True
2018-09-11/07_36_30,ulg_files/2018-09-11/07_36_30.ulg,True
2018-09-11/07_38_44,ulg_files/2018-09-11/07_38_44.ulg,True
2018-09-11/07_42_11,ulg_files/2018-09-11/07_42_11.ulg,True
2018-09-11/07_45_17,ulg_files/2018-09-11/07_45_17.ulg,True
2018-09-11/07_46_51,ulg_files/2018-09-11/07_46_51.ulg,True
2018-09-11/07_51_46,ulg_files/2018-09-11/07_51_46.ulg,True
2018-09-11/07_54_52,ulg_files/2018-09-11/07_54_52.ulg,True
2018-09-11/07_55_43,ulg_files/2018-09-11/07_55_43.ulg,True
2018-09-11/07_57_54,ulg_files/2018-09-11/07_57_54.ulg,True
2018-09-11/08_00_34,ulg_files/2018-09-11/08_00_34.ulg,True
2018-09-11/08_03_41,ulg_files/2018-09-11/08_03_41.ulg,True
2018-09-11/08_07_20,ulg_files/2018-09-11/08_07_20.ulg,True
2018-09-11/08_12_21,ulg_files/2018-09-11/08_12_21.ulg,True
2018-09-11/08_16_50,ulg_files/2018-09-11/08_16_50.ulg,True
2018-09-11/08_18_39,ulg_files/2018-09-11/08_18_39.ulg,True
2018-09-11/08_22_25,ulg_files/2018-09-11/08_22_25.ulg,True
2018-09-11/08_25_54,ulg_files/2018-09-11/08_25_54.ulg,True
2018-09-11/08_30_17,ulg_files/2018-09-11/08_30_17.ulg,True
2018-09-12/18_35_39,ulg_files/2018-09-12/18_35_39.ulg,True
2018-09-12/18_38_27,ulg_files/2018-09-12/18_38_27.ulg,True
2018-09-12/18_42_41,ulg_files/2018-09-12/18_42_41.ulg,True
2018-09-12/18_46_47,ulg_files/2018-09-12/18_46_47.ulg,True
2018-09-12/18_48_30,ulg_files/2018-09-12/18_48_30.ulg,True
2018-09-12/18_51_50,ulg_files/2018-09-12/18_51_50.ulg,True
2018-09-12/18_59_10,ulg_files/2018-09-12/18_59_10.ulg,True
2018-09-12/19_14_19,ulg_files/2018-09-12/19_14_19.ulg,True
2018-09-12/19_20_24,ulg_files/2018-09-12/19_20_24.ulg,True
2018-09-12/19_28_20,ulg_files/2018-09-12/19_28_20.ulg,True
2018-09-14/07_36_08,ulg_files/2018-09-14/07_36_08.ulg,True
2018-09-14/07_40_52,ulg_files/2018-09-14/07_40_52.ulg,True
2018-09-14/07_45_42,ulg_files/2018-09-14/07_45_42.ulg,True
2018-09-14/07_49_38,ulg_files/2018-09-14/07_49_38.ulg,True
2018-09-14/07_52_46,ulg_files/2018-09-14/07_52_46.ulg,True
2018-09-14/07_55_09,ulg_files/2018-09-14/07_55_09.ulg,True
2018-09-14/07_57_33,ulg_files/2018-09-14/07_57_33.ulg,True
2018-09-14/08_00_52,ulg_files/2018-09-14/08_00_52.ulg,True
2018-09-14/08_05_42,ulg_files/2018-09-14/08_05_42.ulg,True
2018-09-14/08_18_08,ulg_files/2018-09-14/08_18_08.ulg,True
2018-09-14/08_27_55,ulg_files/2018-09-14/08_27_55.ulg,True
2018-09-14/08_57_38,ulg_files/2018-09-14/08_57_38.ulg,True
2018-09-14/09_02_59,ulg_files/2018-09-14/09_02_59.ulg,True
2018-09-14/09_08_16,ulg_files/2018-09-14/09_08_16.ulg,True
2018-09-15/16_57_53,ulg_files/2018-09-15/16_57_53.ulg,True
2018-09-15/17_01_53,ulg_files/2018-09-15/17_01_53.ulg,True
2018-09-15/17_10_15,ulg_files/2018-09-15/17_10_15.ulg,True
2018-09-15/17_16_19,ulg_files/2018-09-15/17_16_19.ulg,True
2018-09-15/17_20_38,ulg_files/2018-09-15/17_20_38.ulg,True
2018-09-15/17_21_15,ulg_files/2018-09-15/17_21_15.ulg,True
2018-09-15/17_22_19,ulg_files/2018-09-15/17_22_19.ulg,True
2018-09-15/17_28_56,ulg_files/2018-09-15/17_28_56.ulg,True
2018-09-15/17_33_56,ulg_files/2018-09-15/17_33_56.ulg,True
2018-09-15/17_36_51,ulg_files/2018-09-15/17_36_51.ulg,True
2018-09-15/17_48_11,ulg_files/2018-09-15/17_48_11.ulg,True
2018-09-15/17_59_18,ulg_files/2018-09-15/17_59_18.ulg,True
2018-09-15/18_07_28,ulg_files/2018-09-15/18_07_28.ulg,True
2018-09-15/18_07_41,ulg_files/2018-09-15/18_07_41.ulg,True
2018-09-15/18_16_47,ulg_files/2018-09-15/18_16_47.ulg,True
2018-09-15/18_21_12,ulg_files/2018-09-15/18_21_12.ulg,True
