source_commit,topic,role,module,source_file
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/examples/fixedwing_control,src/examples/fixedwing_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/examples/rover_steering_control,src/examples/rover_steering_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/commander,src/modules/commander/commander.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/commander,src/modules/commander/rc_calibration.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/fw_pos_control_l1,src/modules/fw_pos_control_l1/FixedwingPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/gnd_att_control,src/modules/gnd_att_control/GroundRoverAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/gnd_pos_control,src/modules/gnd_pos_control/GroundRoverPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/mc_pos_control,src/modules/mc_pos_control/mc_pos_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,manual_control_setpoint,subscriber,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,rate_ctrl_status,publisher,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,rate_ctrl_status,publisher,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,publisher,src/modules/sensors,src/modules/sensors/sensors.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,publisher,src/platforms/qurt/tests/muorb,src/platforms/qurt/tests/muorb/muorb_test_example.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/drivers/telemetry,src/drivers/telemetry/frsky_telemetry/frsky_data.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/drivers/telemetry,src/drivers/telemetry/frsky_telemetry/sPort_data.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/examples/px4_simple_app,src/examples/px4_simple_app/px4_simple_app.c
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/examples/uuv_example_app,src/examples/uuv_example_app/uuv_example_app.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/modules/attitude_estimator_q,src/modules/attitude_estimator_q/attitude_estimator_q_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/modules/commander,src/modules/commander/calibration_routines.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/modules/ekf2,src/modules/ekf2/ekf2_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/modules/position_estimator_inav,src/modules/position_estimator_inav/position_estimator_inav_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/modules/sdlog2,src/modules/sdlog2/sdlog2.c
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_combined,subscriber,src/templates/module,src/templates/module/module.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_preflight,publisher,src/modules/sensors,src/modules/sensors/sensors.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,sensor_preflight,subscriber,src/modules/commander,src/modules/commander/PreflightCheck.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,publisher,src/examples/px4_simple_app,src/examples/px4_simple_app/px4_simple_app.c
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,publisher,src/modules/attitude_estimator_q,src/modules/attitude_estimator_q/attitude_estimator_q_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,publisher,src/modules/ekf2,src/modules/ekf2/ekf2_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/drivers/telemetry,src/drivers/telemetry/bst/bst.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/drivers/vmount,src/drivers/vmount/output.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/examples/fixedwing_control,src/examples/fixedwing_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/examples/rover_steering_control,src/examples/rover_steering_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/examples/uuv_example_app,src/examples/uuv_example_app/uuv_example_app.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/camera_feedback,src/modules/camera_feedback/camera_feedback.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/commander,src/modules/commander/accelerometer_calibration.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/fw_pos_control_l1,src/modules/fw_pos_control_l1/FixedwingPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/gnd_att_control,src/modules/gnd_att_control/GroundRoverAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/land_detector,src/modules/land_detector/MulticopterLandDetector.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/landing_target_estimator,src/modules/landing_target_estimator/LandingTargetEstimator.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/mc_pos_control,src/modules/mc_pos_control/mc_pos_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/position_estimator_inav,src/modules/position_estimator_inav/position_estimator_inav_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/replay,src/modules/replay/replay_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude,subscriber,src/modules/wind_estimator,src/modules/wind_estimator/wind_estimator_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,publisher,src/modules/gnd_pos_control,src/modules/gnd_pos_control/GroundRoverPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,publisher,src/modules/navigator,src/modules/navigator/gpsfailure.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,publisher,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,subscriber,src/examples/rover_steering_control,src/examples/rover_steering_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,subscriber,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,subscriber,src/modules/gnd_att_control,src/modules/gnd_att_control/GroundRoverAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,subscriber,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_attitude_setpoint,subscriber,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,publisher,src/modules/land_detector,src/modules/land_detector/LandDetector.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/commander,src/modules/commander/commander.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/ekf2,src/modules/ekf2/ekf2_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/fw_pos_control_l1,src/modules/fw_pos_control_l1/FixedwingPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/mc_pos_control,src/modules/mc_pos_control/mc_pos_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/navigator,src/modules/navigator/navigator_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_land_detected,subscriber,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,publisher,src/modules/position_estimator_inav,src/modules/position_estimator_inav/position_estimator_inav_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/drivers/camera_trigger,src/drivers/camera_trigger/camera_trigger.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/drivers/telemetry,src/drivers/telemetry/frsky_telemetry/sPort_data.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/fw_pos_control_l1,src/modules/fw_pos_control_l1/FixedwingPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/land_detector,src/modules/land_detector/FixedwingLandDetector.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/land_detector,src/modules/land_detector/MulticopterLandDetector.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/landing_target_estimator,src/modules/landing_target_estimator/LandingTargetEstimator.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/mc_pos_control,src/modules/mc_pos_control/mc_pos_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/navigator,src/modules/navigator/navigator_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_local_position,subscriber,src/modules/wind_estimator,src/modules/wind_estimator/wind_estimator_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_rates_setpoint,publisher,src/examples/fixedwing_control,src/examples/fixedwing_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_rates_setpoint,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_rates_setpoint,publisher,src/modules/vtol_att_control,src/modules/vtol_att_control/vtol_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_rates_setpoint,subscriber,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_rates_setpoint,subscriber,src/modules/position_estimator_inav,src/modules/position_estimator_inav/position_estimator_inav_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,publisher,src/modules/commander,src/modules/commander/commander.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,publisher,src/modules/commander,src/modules/commander/state_machine_helper.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/drivers/blinkm,src/drivers/blinkm/blinkm.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/drivers/telemetry,src/drivers/telemetry/frsky_telemetry/frsky_data.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/drivers/telemetry,src/drivers/telemetry/frsky_telemetry/sPort_data.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/examples/fixedwing_control,src/examples/fixedwing_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/examples/rover_steering_control,src/examples/rover_steering_control/main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/ekf2,src/modules/ekf2/ekf2_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/events,src/modules/events/subscriber_handler.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/fw_att_control,src/modules/fw_att_control/FixedwingAttitudeControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/fw_pos_control_l1,src/modules/fw_pos_control_l1/FixedwingPositionControl.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/gpio_led,src/modules/gpio_led/gpio_led.c
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/land_detector,src/modules/land_detector/VtolLandDetector.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/logger,src/modules/logger/logger.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/mc_att_control,src/modules/mc_att_control/mc_att_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/mc_pos_control,src/modules/mc_pos_control/mc_pos_control_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/navigator,src/modules/navigator/navigator_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_status,subscriber,src/modules/simulator,src/modules/simulator/simulator_mavlink.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_vision_position,publisher,src/modules/mavlink,src/modules/mavlink/mavlink_receiver.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_vision_position,publisher,src/modules/simulator,src/modules/simulator/simulator_mavlink.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_vision_position,subscriber,src/modules/ekf2,src/modules/ekf2/ekf2_main.cpp
82aa24adfca29321cfd1209e287eab6c2b16780e,vehicle_vision_position,subscriber,src/modules/position_estimator_inav,src/modules/position_estimator_inav/position_estimator_inav_main.cpp
