group,windows,top_fraction_mean,mean_score,max_score,label,seed,prediction,log_key
121,20,0.009483205323127911,0.0032239305869916747,0.011515359997461823,0,0,0,2018-08-21/sess005/log001
122,28,0.006633772281415428,0.004154265137326478,0.006767956749864277,0,0,0,2018-08-21/sess005/log003
123,22,0.13549434036068345,0.05215699664306448,0.2854343259160553,0,0,0,2018-08-26-29/sess002/log001
124,31,0.006502749221182826,0.003228922445264177,0.006765543911416286,0,0,0,2018-08-26-29/sess003/log002
125,29,0.0017473068305259981,0.000693775851526075,0.001951996289041542,0,0,0,2018-08-26-29/sess004/log001
126,20,0.004139528340718446,0.0023366824689907465,0.004762469172611704,0,0,0,2018-08-26-29/sess005/log001
127,24,0.011098671284115033,0.0028373753752370047,0.013389512355020054,0,0,0,2018-08-26-29/sess006/log002
128,22,0.003740226695392335,0.0025572258760123696,0.004405564012218427,0,0,0,2018-08-26-29/sess012/log002
135,15,0.03706640461201986,0.02320748521450923,0.04153861489245854,0,0,0,2018-08-31-09.01/2016-02-11/19_49_04
136,13,0.0077456752603741056,0.005205218748396342,0.007967205317269988,0,0,0,2018-08-31-09.01/2016-02-11/19_55_58
137,11,0.44645715968450594,0.11248910300071663,0.45975848334289526,0,0,1,2018-08-31-09.01/2018-08-31/14_23_58
138,14,0.13655306814387136,0.06837605839183927,0.1670898590754752,0,0,0,2018-08-31-09.01/part2/2018-09-01/19_41_50
140,16,0.19610062738169468,0.11384594232404752,0.19968132519837148,0,0,0,2018-08-31-09.01/part2/2018-09-01/19_46_14
141,3,0.1874399367231141,0.1590988125293342,0.1874399367231141,0,0,0,2018-08-31-09.01/part2/2018-09-01/19_48_12
144,23,0.012916387209079566,0.004779142751069257,0.019523712675612023,0,0,0,2018-08-31-09.01/sess003/log002
146,4,0.9771961606459878,0.9729431967111234,0.9771961606459878,1,0,1,2018-09-03/2016-02-11/19_36_31
148,12,0.989004560745836,0.8726781962445592,0.9929912088087826,0,0,1,2018-09-03/2018-09-03/13_13_56
151,21,0.1014852899128436,0.027221266204973234,0.11530639929359354,0,0,0,2018-09-03/2018-09-03/13_31_17
152,18,0.12213056960383553,0.01792824388377703,0.1344521443154251,0,0,0,2018-09-03/2018-09-03/13_46_06
153,11,0.119097051425601,0.030667761078330955,0.14616047750461506,0,0,0,2018-09-03/2018-09-03/13_52_01
154,7,0.4305147120309594,0.08539423541009548,0.4305147120309594,0,0,1,2018-09-03/2018-09-03/13_56_47
155,15,0.6878328612981569,0.14434812618599194,0.7230320479868722,0,0,1,2018-09-03/2018-09-03/14_00_53
158,14,0.4335228631203034,0.11916430993253112,0.7789366952589913,0,0,1,2018-09-03/2018-09-03/14_17_16
160,14,0.07595018592073244,0.03144023540296422,0.09685455262585689,0,0,0,2018-09-03/2018-09-03/14_22_52
163,5,0.29762651974509285,0.2166949366584568,0.29762651974509285,1,0,1,2018-09-05/17_39_27
164,27,0.8393968326849267,0.7608054229682638,0.8832492625205066,1,0,1,2018-09-05/17_41_11
165,3,0.43333174694845117,0.4042752569672645,0.43333174694845117,1,0,1,2018-09-05/17_49_30
166,5,0.40858642015115426,0.3668380307096305,0.40858642015115426,1,0,1,2018-09-05/18_24_19
167,23,0.2368005091084361,0.14108479729768045,0.23897350011949423,1,0,0,2018-09-05/18_37_59
168,9,0.9091152885419095,0.8792567183034952,0.9091152885419095,1,0,1,2018-09-05/19_51_56
169,12,0.021872526609841604,0.01643024384900252,0.02350549285606247,0,0,0,2018-09-05/2016-02-11/19_31_37
172,3,0.44139124070260793,0.402877500631589,0.44139124070260793,1,0,1,2018-09-05/2016-02-11/21_32_08
173,5,0.33260658556667677,0.30825123384596437,0.33260658556667677,1,0,1,2018-09-05/20_18_22
177,11,0.48972981878908695,0.16795112996149356,0.5228429476035429,0,0,1,2018-09-06/13_45_46
178,17,0.5841515332733267,0.3122731384502203,0.5986605713706123,0,0,1,2018-09-06/13_48_45
181,7,0.9993020102101219,0.9988642993233057,0.9993020102101219,1,0,1,2018-09-06/14_06_21
183,6,0.6830695771267913,0.28996333056645224,0.6830695771267913,0,0,1,2018-09-06/14_16_08
192,6,0.007734572573709758,0.006351554865301738,0.007734572573709758,1,0,0,2018-09-06/14_53_40
195,18,0.12662980882018376,0.020150002150549344,0.22354510029846508,0,0,0,2018-09-06/15_03_26
196,4,0.3931470079086956,0.3360261066999584,0.3931470079086956,1,0,1,2018-09-06/2016-02-12/01_02_39
197,27,0.8831781283392507,0.7477195149773611,0.885509164353721,0,0,1,2018-09-07/12_34_09
204,14,0.7294616536642926,0.13621976252513096,0.744756503822219,0,0,1,2018-09-07/13_04_43
205,14,0.2818945546757322,0.07266951383762044,0.4855492964554662,0,0,1,2018-09-07/13_07_23
213,15,0.07973548070520332,0.013995784323113079,0.14835995426704485,0,0,0,2018-09-07/13_58_13
214,15,0.12357204050377725,0.0302516022920965,0.21315418213487738,0,0,0,2018-09-07/14_03_01
216,12,0.3997635961912632,0.20472748401109506,0.40609797793255276,0,0,1,2018-09-07/14_16_20
217,21,0.16228672121891732,0.08083023532670297,0.17274238780691004,0,0,0,2018-09-07/14_19_21
218,19,0.1723723036274649,0.056831888592265505,0.2000770601846885,0,0,0,2018-09-07/14_26_54
219,13,0.04743745088223876,0.023441809234466617,0.04849153084464219,0,0,0,2018-09-07/14_30_45
220,7,0.02950694734550865,0.011805426013722666,0.02950694734550865,0,0,0,2018-09-07/14_43_50
223,17,0.1947747015570202,0.10978620357620654,0.21600267531945375,0,0,0,2018-09-08/17_30_27
225,7,0.1284959017870882,0.07978183076904469,0.1284959017870882,0,0,0,2018-09-08/17_40_05
226,8,0.18864314560772188,0.1059016639914916,0.18864314560772188,0,0,0,2018-09-08/17_41_57
227,18,0.1736447358111912,0.10054529120959196,0.17466271455300414,0,0,0,2018-09-08/17_44_37
229,20,0.120434088837444,0.08118774822043043,0.1219033676954488,0,0,0,2018-09-08/17_50_22
230,6,0.11984026452651579,0.09132308663030216,0.11984026452651579,0,0,0,2018-09-08/17_56_44
235,19,0.48369404054770554,0.286964524148384,0.5063328802315349,0,0,1,2018-09-08/18_11_27
236,14,0.028638596236617863,0.019773614695013257,0.03104998569284455,0,0,0,2018-09-08/18_15_39
237,13,0.44151739156238146,0.2665731970852594,0.4558305700407559,0,0,1,2018-09-08/18_18_28
238,9,0.10666798538814182,0.059404710259979315,0.10666798538814182,0,0,0,2018-09-08/18_21_08
239,11,0.04417971288829882,0.029744974489250134,0.044948707779683,0,0,0,2018-09-08/18_23_15
240,17,0.1723416700003011,0.06914182197906384,0.20094517764423622,0,0,0,2018-09-08/18_26_14
241,6,0.07252978600690123,0.042227674142964695,0.07252978600690123,0,0,0,2018-09-08/18_29_43
243,8,0.1995708774688427,0.11904097499547464,0.1995708774688427,0,0,0,2018-09-08/18_33_06
246,9,0.38513330594907225,0.2575051420889479,0.38513330594907225,0,0,1,2018-09-08/18_42_34
247,9,0.06639895712369695,0.04549447153371454,0.06639895712369695,0,0,0,2018-09-08/18_46_38
250,6,0.17686921949594428,0.09654662276641672,0.17686921949594428,0,0,0,2018-09-08/18_56_26
251,14,0.07737842391274866,0.029507246002294603,0.08038026103527571,0,0,0,2018-09-10/07_29_03
254,14,0.04889937015425069,0.025393045562389773,0.04896771977504292,0,0,0,2018-09-10/07_41_13
255,13,0.056658884899997514,0.026264343381028503,0.07188119765057539,0,0,0,2018-09-10/07_44_54
256,14,0.03444991563413522,0.013511876130013848,0.03493670696386415,0,0,0,2018-09-10/07_47_58
257,9,0.025107467646707238,0.01492489825342996,0.025107467646707238,0,0,0,2018-09-10/07_52_17
258,11,0.011414586249654997,0.005322042991535321,0.01558175401861619,0,0,0,2018-09-10/07_54_58
259,16,0.022509963443773325,0.008294375596514726,0.026481739475089056,0,0,0,2018-09-10/07_58_30
261,8,0.05706205563799269,0.0456487077445529,0.05706205563799269,0,0,0,2018-09-10/08_04_54
262,14,0.005367243201095729,0.0029011085609735067,0.005668527601338724,0,0,0,2018-09-10/08_07_27
263,14,0.01678171701125026,0.008157990241613986,0.01722216602387293,0,0,0,2018-09-10/08_10_16
264,10,0.010503518804231709,0.007632831207503188,0.010503518804231709,0,0,0,2018-09-10/08_13_04
265,9,0.02311653877253451,0.015757705670000174,0.02311653877253451,0,0,0,2018-09-10/08_15_27
266,16,0.050526733746531896,0.019644393582837334,0.054293961237101264,0,0,0,2018-09-10/08_20_33
267,21,0.09704321650851784,0.0327313918986896,0.11349803683398801,0,0,0,2018-09-10/08_23_45
268,9,0.06623085088084257,0.035217021280102345,0.06623085088084257,0,0,0,2018-09-10/08_27_38
269,13,0.15585994485334262,0.0974110472256915,0.16899235902007242,0,0,0,2018-09-10/08_30_01
270,13,0.04643255425172502,0.02073967745039819,0.05161761025347586,0,0,0,2018-09-10/08_32_37
271,8,0.012360653135226206,0.0077658456430527035,0.012360653135226206,0,0,0,2018-09-10/08_41_34
273,12,0.05056318627222586,0.024902910977183047,0.05474026310384863,0,0,0,2018-09-10/19_12_58
276,19,0.17759980138076695,0.0797767793813324,0.18155185320931794,0,0,0,2018-09-10/19_21_54
277,22,0.9594626091530135,0.687966173250615,0.9664072278517893,0,0,1,2018-09-10/19_24_47
278,24,0.8721998127463265,0.28455546724340625,0.8842083771118199,0,0,1,2018-09-11/07_25_53
282,9,0.1287826903333203,0.05948156616586284,0.1287826903333203,0,0,0,2018-09-11/07_38_44
283,17,0.2910034016581735,0.1083571184990461,0.29359268789278403,0,0,1,2018-09-11/07_42_11
285,24,0.039694120033023535,0.00973261882167395,0.056723585453119986,0,0,0,2018-09-11/07_46_51
286,15,0.007961479214310379,0.005761473219417504,0.008753840619986365,0,0,0,2018-09-11/07_51_46
287,6,0.1771615284494404,0.1116354553126556,0.1771615284494404,0,0,0,2018-09-11/07_54_52
288,10,0.29515240338257653,0.19326592284410576,0.29515240338257653,0,0,1,2018-09-11/07_55_43
289,8,0.05384138162279917,0.03293568332815558,0.05384138162279917,0,0,0,2018-09-11/07_57_54
290,24,0.0016692709648806765,0.001270593638293436,0.001789260385231619,0,0,0,2018-09-11/08_00_34
291,14,0.023610936654287856,0.011829634750910017,0.02481153310692282,0,0,0,2018-09-11/08_03_41
292,13,0.4436155250200917,0.14236661746417972,0.4913097554308715,0,0,1,2018-09-11/08_07_20
293,30,0.02375719401279877,0.010997053373223428,0.02453457674212323,0,0,0,2018-09-11/08_12_21
294,12,0.003246710210009115,0.002525470900170117,0.003291806059927909,0,0,0,2018-09-11/08_16_50
295,8,0.01520447426244757,0.007596445066471079,0.01520447426244757,0,0,0,2018-09-11/08_18_39
296,10,0.11110355849881279,0.08071390208603248,0.11110355849881279,0,0,0,2018-09-11/08_22_25
297,8,0.18060477769798058,0.1263116571000558,0.18060477769798058,0,0,0,2018-09-11/08_25_54
299,18,0.052165082991929956,0.015372403548058328,0.06024423515871332,0,0,0,2018-09-12/18_35_39
300,18,0.022302992058719655,0.014596180109362481,0.022367538234512964,0,0,0,2018-09-12/18_38_27
302,5,0.8648782129917288,0.7239219839702606,0.8648782129917288,0,0,1,2018-09-12/18_46_47
303,16,0.6445082835421284,0.4046934156670491,0.7706158380383813,0,0,1,2018-09-12/18_48_30
304,14,0.6963457562187776,0.315666619826063,0.8656562506530339,0,0,1,2018-09-12/18_51_50
305,18,0.5029228763331858,0.10311345590821903,0.5052610891110955,0,0,1,2018-09-12/18_59_10
306,12,0.31509283639936825,0.15926100590240744,0.32373228269792526,0,0,1,2018-09-12/19_14_19
309,8,0.42481182314572813,0.16876064288384449,0.42481182314572813,0,0,1,2018-09-14/07_36_08
310,29,0.08191666695049633,0.01878312345468033,0.09479666136700528,0,0,0,2018-09-14/07_40_52
311,21,0.025973803068456956,0.008290831395608713,0.02994104708968424,0,0,0,2018-09-14/07_45_42
312,14,0.02699218376337107,0.011861169384395161,0.030278523395388994,0,0,0,2018-09-14/07_49_38
313,7,0.03175228019414022,0.023392894208674832,0.03175228019414022,0,0,0,2018-09-14/07_52_46
314,12,0.023059627408159953,0.01516699664221703,0.026341071155613814,0,0,0,2018-09-14/07_55_09
315,12,0.026853948954337507,0.017495740456769996,0.028132583496458287,0,0,0,2018-09-14/07_57_33
316,17,0.0811853336340449,0.03453906606924187,0.08236839771497301,0,0,0,2018-09-14/08_00_52
317,9,0.1176442409124135,0.04114376951081885,0.1176442409124135,0,0,0,2018-09-14/08_05_42
318,11,0.04296989686010276,0.0293166193139877,0.04331632692715419,0,0,0,2018-09-14/08_18_08
319,13,0.01843254837794563,0.008327446527389586,0.021496545554365695,0,0,0,2018-09-14/08_27_55
320,7,0.11043286456833251,0.09673132505838773,0.11043286456833251,0,0,0,2018-09-14/08_57_38
321,26,0.034416564869005774,0.02070959637288504,0.036129541602712846,0,0,0,2018-09-14/09_02_59
322,10,0.10350117626414394,0.05727681187290693,0.10350117626414394,0,0,0,2018-09-14/09_08_16
323,15,0.03606189060683866,0.01717832772284056,0.037092762765058254,0,0,0,2018-09-15/16_57_53
324,21,0.024117781696599016,0.013041379552480211,0.028949907173622082,0,0,0,2018-09-15/17_01_53
325,28,0.9967186797009034,0.8985798854562705,0.9970727079187538,1,0,1,2018-09-15/17_10_15
327,4,0.3123057474957032,0.21961356486224992,0.3123057474957032,0,0,1,2018-09-15/17_20_38
329,4,0.1241279649328481,0.10245489070994758,0.1241279649328481,0,0,0,2018-09-15/17_22_19
336,29,0.19849886619833992,0.049395225685357855,0.21323706836120243,0,0,0,2018-09-15/18_07_41
343,46,0.40806344383231163,0.12920707056436617,0.49356738372696773,0,0,1,2018-09-17/07_34_37
347,29,0.46709804914984104,0.1846525111459713,0.503778008090372,1,0,1,2018-09-17/08_07_28
350,10,0.20778423322327616,0.1689972398262559,0.20778423322327616,0,0,0,2018-09-17/08_28_04
351,20,0.04510853380467754,0.0238129129621344,0.045672470727860286,0,0,0,2018-09-17/08_33_10
352,20,0.06432779244762152,0.016939399756600783,0.07427372209631147,0,0,0,2018-09-17/08_40_43
353,22,0.8436339496122712,0.48291038406179454,0.8689620353786346,1,0,1,2018-09-17/18_35_46
355,14,0.09480663751882487,0.03978997135096266,0.1316538640493708,0,0,0,2018-09-17/18_55_54
356,11,0.11095901882752668,0.07083090220913045,0.11587092558073109,0,0,0,2018-09-18/07_38_12
357,9,0.048208772665208545,0.02899681786398433,0.048208772665208545,1,0,0,2018-09-18/07_41_25
358,15,0.07565507324646426,0.040130760488555434,0.08534539868836595,0,0,0,2018-09-18/07_44_24
359,37,0.15545654397993147,0.061380066505560826,0.18700957744734945,0,0,0,2018-09-18/07_48_03
360,37,0.04034237479221643,0.010462902991999989,0.06400802297700339,0,0,0,2018-09-18/07_55_26
361,37,0.08896362730832146,0.028734350996046387,0.0982993741857686,0,0,0,2018-09-18/08_04_48
362,6,0.10347970679331207,0.07508033064115305,0.10347970679331207,1,0,0,2018-09-18/08_23_46
363,8,0.19971934413023354,0.1429010195411693,0.19971934413023354,1,0,0,2018-09-18/08_29_22
364,33,0.13538983256994366,0.05286097043223326,0.15959204443715452,0,0,0,2018-09-18/08_39_17
365,6,0.04491659359643195,0.03522236354477455,0.04491659359643195,1,0,0,2018-09-18/08_43_39
368,24,0.2928898990190083,0.1459794124345505,0.32471010533328987,0,0,1,2018-09-18/08_57_01
378,18,0.1751757588966671,0.07913607576480418,0.20343430585656885,0,0,0,2018-09-19/08_18_11
379,33,0.11014628504125837,0.037026449801478754,0.12580208984319358,0,0,0,2018-09-19/08_25_55
380,36,0.08190161321720983,0.01838623501133539,0.11267125799815685,0,0,0,2018-09-19/08_35_21
382,29,0.22189138977150538,0.10466694484931173,0.23374077282945213,0,0,0,2018-09-19/08_49_56
383,26,0.19642249973151718,0.10484099824884462,0.21792558500521,0,0,0,2018-09-19/08_55_56
385,20,0.20556476714126853,0.12419423417844591,0.21483241060883446,0,0,0,2018-09-19/15_30_55
386,33,0.5036244019802774,0.16777243994788724,0.5496656521128452,0,0,1,2018-09-19/15_36_37
387,28,0.1929598879285794,0.06950348368329887,0.20396006630818708,0,0,0,2018-09-19/15_48_59
389,31,0.44363284949157544,0.17291544287053953,0.5353935280764001,0,0,1,2018-09-19/16_08_00
390,34,0.040298097676194966,0.011331309655506534,0.04625638454620202,0,0,0,2018-09-19/16_16_36
391,35,0.25798149066592163,0.10248473267428812,0.29680442325506434,0,0,0,2018-09-19/16_22_54
392,33,0.4065656670986597,0.2794149581330832,0.46088170924473587,0,0,1,2018-09-19/16_29_03
394,29,0.45162115029202576,0.16180064722360094,0.4692544102498519,0,0,1,2018-09-21/07_57_25
395,85,0.20856851608212448,0.05064420807727649,0.2457456233868088,0,0,0,2018-09-21/08_04_59
396,34,0.1938669503890847,0.07855531325722223,0.2130260566315236,0,0,0,2018-09-21/08_16_20
397,20,0.004408289623652723,0.002571177500763283,0.00452852150097727,0,0,0,2018-09-21/19_14_06
399,20,0.02774442775339962,0.011312121222300645,0.028283464902898472,0,0,0,2018-09-21/19_19_57
400,5,0.19797078021544082,0.134663617874978,0.19797078021544082,1,0,0,2018-09-21/19_33_07
404,18,0.4739083190040838,0.2966462599985273,0.5044736670612621,0,0,1,2018-09-21/20_07_57
405,12,0.3204861894851766,0.2511358391388779,0.32309794692065236,0,0,1,2018-09-21/20_17_16
406,70,0.21828165961609383,0.09857619807104791,0.2679965114029075,0,0,0,2018-09-21/20_24_01
407,13,0.14311993872868206,0.08114891009895554,0.14424119334817315,0,0,0,2018-09-21/20_35_04
408,9,0.5815558888136634,0.3104925647828895,0.5815558888136634,0,0,1,2018-09-21/20_40_36
409,21,0.27407428878871953,0.09779929509295507,0.29632748363830763,0,0,0,2018-09-25/07_29_31
411,17,0.116786175226901,0.05723005288758952,0.13729202646711203,0,0,0,2018-09-25/07_39_04
412,6,0.2027822771760629,0.15392547159971245,0.2027822771760629,0,0,0,2018-09-25/07_42_48
416,22,0.6775179430409034,0.3054020622598999,0.7192764765754496,0,0,1,2018-09-25/07_57_05
417,48,0.5179492180662721,0.11479028655224703,0.7996365868641896,0,0,1,2018-09-25/08_03_16
418,28,0.16279037905773966,0.05998983372397849,0.18237921666099804,0,0,0,2018-09-25/08_11_51
419,30,0.0998458019685589,0.0346459422946789,0.11507910993447772,0,0,0,2018-09-25/08_19_32
420,36,0.21154110832113943,0.07309977566389374,0.2609822709333908,0,0,0,2018-09-25/08_26_41
421,21,0.023442196326524913,0.009424158761347242,0.02557031362749344,0,0,0,2018-09-27/07_23_56
422,46,0.4888567144944814,0.11803775004209838,0.6157646427925736,0,0,1,2018-09-27/08_01_35
424,6,0.04414313236712807,0.031051993597712695,0.04414313236712807,1,0,0,2018-09-27/08_11_29
430,23,0.011717872029001144,0.0072229565867247365,0.0125548714349258,0,0,0,2018-10-01/07_36_14
431,57,0.023384920269529295,0.005674893151900865,0.031802849734514804,0,0,0,2018-10-01/07_43_29
432,29,0.11509660535505471,0.03627146852958154,0.12270003347348991,0,0,0,2018-10-01/07_50_55
434,20,0.10004551282281311,0.06110340343698586,0.10594976790605508,0,0,0,2018-10-01/07_59_19
438,7,0.15186855658293674,0.1131035035746563,0.15186855658293674,0,0,0,2018-10-01/08_14_21
439,3,0.18375455779045122,0.11176438790795055,0.18375455779045122,0,0,0,2018-10-01/08_15_13
440,20,0.31682319661837177,0.04487446178119544,0.3879651880278509,0,0,1,2018-10-01/08_20_48
441,11,0.0416572946666289,0.014435530883249205,0.041723608364361585,0,0,0,2018-10-01/08_26_38
442,11,0.19447984007556302,0.12295826564045996,0.21381813846348996,0,0,0,2018-10-01/08_31_51
443,23,0.0639471209842568,0.022955336559368357,0.07220939004223745,0,0,0,2018-10-01/08_41_21
444,12,0.1485615445665038,0.08176070077481166,0.16564005245925,0,0,0,2018-10-01/08_46_57
445,17,0.06378743820717495,0.03400173212258642,0.08071289032080463,0,0,0,2018-10-01/08_48_32
446,11,0.03164514115956678,0.014682689840674019,0.03352102280027858,0,0,0,2018-10-01/08_53_13
447,17,0.02106755267830025,0.011885112917841872,0.02347597722282339,0,0,0,2018-10-02/07_24_27
448,27,0.00957861434610788,0.004404826725967188,0.01090512918596819,0,0,0,2018-10-02/07_28_05
449,25,0.06855618561018754,0.01542135826483634,0.14953648598864305,0,0,0,2018-10-02/07_32_32
450,16,0.018584227313940955,0.006707841213884597,0.026392962994261294,0,0,0,2018-10-02/07_37_01
451,40,0.008683529072310622,0.0030608288732517776,0.01470344471189356,0,0,0,2018-10-02/07_41_57
452,16,0.3358795474888342,0.17888570626345304,0.3419951399418709,0,0,1,2018-10-02/07_49_36
453,10,0.5564941772623189,0.2279214765079856,0.5564941772623189,0,0,1,2018-10-02/07_53_56
454,31,0.12381650189345741,0.03493410001108626,0.18624201160393306,0,0,0,2018-10-02/08_00_39
